,Unnamed: 0,class,address
1095,46783,4.013999999999999,/home/sanchit/Desktop/app/Selfie-dataset/images/f00933e2bffa11e3865f0002c9aeb00a_6.jpg
6945,43415,4.234,/home/sanchit/Desktop/app/Selfie-dataset/images/927038_457307697734977_1938463932_a.jpg
4206,16646,4.383,/home/sanchit/Desktop/app/Selfie-dataset/images/10249098_655858764481192_393586784_a.jpg
5127,38450,3.932,/home/sanchit/Desktop/app/Selfie-dataset/images/1941063_266473673526552_1004938274_a.jpg
4745,22913,3.5189999999999997,/home/sanchit/Desktop/app/Selfie-dataset/images/10254355_705532616159828_1325400655_a.jpg
8001,1,7.0,/home/sanchit/Desktop/app/img/img_00050875.jpg
4000,21693,3.904,/home/sanchit/Desktop/app/Selfie-dataset/images/10254220_606639416091439_1250359615_a.jpg
3277,18310,3.661,/home/sanchit/Desktop/app/Selfie-dataset/images/10251439_436588196485138_396348425_a.jpg
6956,21192,4.512,/home/sanchit/Desktop/app/Selfie-dataset/images/10254166_424060881071955_114835945_a.jpg
4157,29298,3.193,/home/sanchit/Desktop/app/Selfie-dataset/images/1389093_619276114821350_1952605545_a.jpg
6557,20762,4.232,/home/sanchit/Desktop/app/Selfie-dataset/images/10254120_643626312390836_1291435411_a.jpg
6846,26521,5.457999999999999,/home/sanchit/Desktop/app/Selfie-dataset/images/1171604_537933022983135_1635035278_a.jpg
758,44592,5.122000000000001,/home/sanchit/Desktop/app/Selfie-dataset/images/927922_593332804096073_955144573_a.jpg
5415,11931,4.663,/home/sanchit/Desktop/app/Selfie-dataset/images/10175386_289188244578089_244440421_a.jpg
2382,26874,5.085,/home/sanchit/Desktop/app/Selfie-dataset/images/1171728_265381130311118_238299039_a.jpg
9624,1624,7.0,/home/sanchit/Desktop/app/img/img_00100738.jpg
8189,189,7.0,/home/sanchit/Desktop/app/img/img_00084085.jpg
3558,36733,3.971,/home/sanchit/Desktop/app/Selfie-dataset/images/1663008_508453755942926_75644532_a.jpg
9467,1467,7.0,/home/sanchit/Desktop/app/img/img_00041218.jpg
8964,964,7.0,/home/sanchit/Desktop/app/img/img_00047888.jpg
354,3512,3.9339999999999997,/home/sanchit/Desktop/app/Selfie-dataset/images/10011237_463454653787934_1525406116_a.jpg
9502,1502,7.0,/home/sanchit/Desktop/app/img/img_00012607.jpg
9227,1227,7.0,/home/sanchit/Desktop/app/img/img_00002835.jpg
9396,1396,7.0,/home/sanchit/Desktop/app/img/img_00112350.jpg
8180,180,7.0,/home/sanchit/Desktop/app/img/img_00044012.jpg
7862,34675,5.39,/home/sanchit/Desktop/app/Selfie-dataset/images/1530608_226696644196550_447749618_a.jpg
7932,44210,4.785,/home/sanchit/Desktop/app/Selfie-dataset/images/927628_553406941423729_1308799195_a.jpg
7994,8303,4.78,/home/sanchit/Desktop/app/Selfie-dataset/images/10175085_627733117313237_1628415456_a.jpg
7274,11406,3.738,/home/sanchit/Desktop/app/Selfie-dataset/images/10175346_1490448314517305_925834572_a.jpg
